income,hours.per.week,age,education,occupation,workclass,native.country
0,40,40,9,2,2,0
0,45,29,13,2,1,0
0,40,47,7,11,5,1
0,47,37,13,5,1,0
0,40,30,9,2,1,0
0,40,50,4,2,1,0
0,40,44,10,5,6,0
0,40,28,9,2,1,0
0,40,26,7,5,1,0
0,40,41,3,10,1,1
0,45,61,3,7,1,0
0,35,46,9,8,1,1
0,50,56,5,5,2,1
0,25,38,9,2,2,0
0,40,55,9,11,1,1
0,70,29,10,5,1,1
0,40,33,9,2,1,0
0,40,51,10,6,1,0
0,45,25,9,2,1,0
0,45,49,10,8,1,0
0,40,45,9,11,4,0
0,40,45,9,9,1,0
0,35,34,9,2,1,0
0,52,24,10,9,1,1
0,40,43,13,6,1,0
0,30,58,9,8,1,0
0,40,26,10,2,4,0
0,40,29,9,8,1,1
0,60,47,13,4,3,0
0,45,47,9,5,1,0
0,53,48,10,11,1,0
0,40,26,13,2,1,0
0,35,31,11,9,6,0
0,40,22,10,3,1,0
0,40,38,13,5,1,0
0,60,21,9,7,1,0
0,42,60,10,6,1,0
0,40,51,15,6,5,0
0,60,31,13,1,1,0
0,45,29,13,4,1,0
0,50,49,10,5,1,0
0,50,35,9,3,1,0
0,40,31,9,5,1,0
0,50,28,10,6,1,0
0,40,48,10,2,1,0
0,40,40,14,6,1,0
0,40,42,9,2,1,0
0,50,33,9,4,1,0
0,40,41,12,1,1,0
0,40,40,12,1,1,0
0,40,27,11,5,1,0
0,45,36,10,4,1,0
0,48,25,13,4,1,0
0,40,25,13,4,1,0
0,40,25,13,5,1,0
0,43,27,13,6,5,0
0,40,27,9,2,1,0
0,40,26,9,2,1,0
0,60,48,10,4,2,0
0,45,46,9,10,3,0
0,40,44,13,5,2,0
0,50,30,10,6,1,0
0,40,23,13,1,1,0
0,55,46,10,11,1,0
0,10,29,13,5,1,0
0,40,42,10,1,5,0
0,50,41,9,2,1,0
0,40,52,9,2,1,0
0,42,46,12,1,6,0
0,40,59,10,9,1,0
0,16,67,9,5,2,0
0,40,66,12,3,4,0
0,40,66,16,6,5,0
0,40,73,10,1,4,0
0,40,68,14,6,1,0
0,45,69,6,10,2,0
0,50,54,10,4,1,0
0,40,31,5,8,1,1
0,40,45,10,5,2,0
0,45,38,9,8,1,0
0,40,37,9,2,1,0
0,40,41,10,1,1,0
0,77,37,13,4,2,1
0,40,64,9,2,5,0
0,40,47,13,6,5,0
0,48,29,9,8,1,1
0,40,57,10,2,2,0
0,40,25,10,13,1,0
0,60,51,9,2,2,0
0,40,28,12,3,1,0
0,35,45,9,8,1,0
0,40,37,5,3,1,0
0,30,44,9,7,1,0
0,40,53,10,8,1,0
0,50,44,9,2,2,0
0,40,50,9,8,1,1
0,47,50,9,8,1,0
0,40,51,9,8,1,0
0,40,60,4,8,1,1
0,40,35,9,2,1,0
0,40,40,9,3,5,0
0,40,42,13,5,1,0
0,30,37,9,6,2,0
0,46,60,10,11,2,0
0,50,31,12,5,2,0
0,42,52,10,13,5,0
0,40,36,9,6,2,0
0,50,36,10,2,1,1
0,50,38,10,6,2,0
0,60,30,12,4,2,1
0,45,31,9,10,1,0
0,40,46,10,5,2,0
1,47,33,13,6,1,0
1,44,37,7,8,1,0
1,40,50,9,8,1,0
1,40,41,13,2,1,0
1,40,26,10,1,1,0
1,50,51,12,2,1,0
1,40,33,9,4,1,0
1,40,36,9,2,1,0
1,44,39,9,4,1,0
1,40,51,9,7,1,0
1,45,36,13,6,1,0
1,40,48,10,4,1,0
1,55,32,9,5,1,0
1,40,50,9,2,1,0
1,55,50,12,11,1,0
1,40,41,10,8,2,0
1,48,52,11,4,1,0
1,40,44,13,9,1,0
1,40,56,9,2,1,0
1,50,37,10,5,3,0
1,40,35,9,2,2,0
1,40,62,13,6,1,0
1,40,43,13,5,1,0
1,40,28,13,5,1,0
1,48,43,12,5,1,0
1,40,57,13,6,1,0
1,40,47,10,8,1,1
1,40,50,12,1,1,0
1,50,33,12,6,2,0
1,40,54,10,2,1,1
1,60,47,13,5,1,0
1,43,33,13,6,1,0
1,30,52,15,6,1,0
1,50,39,10,4,1,0
1,40,55,9,7,1,0
1,50,57,13,6,1,0
1,40,40,16,5,1,1
1,40,60,14,5,6,0
1,40,26,9,13,5,0
1,40,36,12,8,1,0
1,40,32,9,5,1,0
1,60,39,9,5,3,0
1,30,51,11,4,2,0
1,50,27,10,6,1,0
1,40,41,10,9,6,0
0,50,61,14,4,1,0
1,40,38,6,2,1,0
0,50,40,14,4,2,0
1,40,43,10,4,1,0
1,40,46,10,11,1,0
1,40,54,13,4,1,0
1,42,36,13,1,1,0
1,45,49,9,2,1,0
1,55,52,10,5,1,0
1,40,55,9,2,1,0
1,60,38,13,6,2,0
1,50,39,13,5,1,0
1,35,59,10,11,1,0
1,55,34,13,5,1,0
1,45,42,10,2,1,0
1,60,46,10,2,1,0
0,72,53,9,2,2,0
1,60,51,9,10,2,0
1,40,34,10,1,1,0
0,55,35,12,10,2,0
1,48,51,10,2,1,0
1,40,50,11,8,2,0
1,55,55,14,4,2,0
1,45,37,9,2,1,0
1,46,48,9,8,1,0
1,50,25,10,2,2,0
1,48,39,13,4,1,0
1,40,45,8,9,1,0
0,42,45,10,3,2,0
1,40,46,13,6,1,0
0,40,18,9,12,1,0
1,52,46,9,9,1,0
1,40,34,14,5,1,1
1,60,30,13,5,1,0
1,40,25,10,9,1,0
1,45,56,9,11,1,0
1,40,44,9,5,1,0
1,45,29,13,4,1,0
1,37,46,13,5,3,0
1,55,30,13,4,1,0
1,40,46,13,1,4,0
1,40,44,10,8,1,0
1,60,60,9,11,2,0
1,40,45,13,2,1,0
1,40,53,14,6,1,0
1,45,55,14,6,5,0
1,35,41,13,9,1,1
1,70,30,9,11,1,0
1,40,37,10,2,1,0
0,40,69,5,2,1,0
0,35,40,10,9,5,0
0,40,40,13,9,1,0
0,45,35,13,5,6,0
0,50,34,9,5,1,0
0,40,36,4,8,1,1
0,40,39,9,8,1,0
0,35,32,9,9,1,0
0,40,42,13,9,6,0
0,40,78,9,3,1,0
0,60,71,10,3,1,0
0,6,69,11,9,1,1
0,40,69,4,8,1,0
0,30,79,4,12,1,0
0,12,90,9,5,2,0
0,40,51,4,2,1,0
0,35,20,7,7,1,0
0,20,66,14,6,1,0
0,28,81,6,5,3,0
0,50,58,4,8,1,1
0,40,59,10,2,1,0
0,40,26,6,9,1,0
0,40,23,13,13,1,0
0,40,36,9,9,1,1
0,50,26,7,2,1,0
0,52,56,13,6,1,1
0,99,31,9,10,1,0
0,40,22,9,2,1,0
0,40,25,5,7,1,0
0,30,18,10,11,1,0
0,30,59,13,9,1,0
0,40,41,9,8,1,0
0,40,35,9,11,1,0
0,45,56,9,2,1,0
0,32,47,9,5,3,0
0,40,35,9,8,1,0
0,40,36,9,2,2,0
0,40,56,16,6,6,1
0,40,27,9,8,1,1
0,25,22,13,9,1,0
0,15,48,9,4,1,0
0,40,27,9,2,1,0
0,65,47,13,5,1,1
0,40,26,9,4,1,0
0,40,61,4,9,5,0
0,30,42,10,6,3,0
0,43,25,10,4,1,0
0,40,28,9,8,1,0
0,40,42,12,2,2,0
0,45,42,9,11,1,0
0,40,50,5,2,1,0
0,50,24,9,2,1,0
0,70,27,10,2,1,0
0,30,38,9,7,1,1
0,55,35,10,1,1,1
0,40,26,10,2,1,0
0,90,39,10,10,2,0
0,65,39,10,4,1,0
0,40,36,11,8,1,0
0,40,40,9,9,1,0
0,40,32,9,7,1,0
0,40,41,9,4,1,0
0,60,25,13,2,1,0
0,40,29,9,9,1,0
0,45,35,9,2,2,0
0,24,62,10,1,1,0
0,40,39,9,8,1,0
0,40,30,4,2,1,0
0,30,54,10,11,2,0
0,60,43,9,3,1,1
0,65,47,9,10,2,0
0,40,31,9,4,1,0
0,40,27,10,9,1,0
0,40,40,12,11,1,0
0,40,45,6,2,1,0
0,40,28,9,2,1,0
0,45,61,9,5,3,0
0,40,41,10,9,1,0
0,14,29,7,7,1,1
0,40,62,4,2,5,0
0,40,53,9,8,1,0
0,60,45,13,4,2,0
0,40,70,5,8,1,0
0,70,70,10,10,2,0
0,20,75,9,4,1,0
0,40,90,4,13,5,0
0,38,24,4,2,1,0
0,40,29,9,3,5,0
0,37,39,7,3,1,0
0,16,33,9,13,1,0
0,40,37,6,3,2,0
0,10,64,9,2,3,0
0,40,39,6,8,1,0
0,40,64,9,2,1,0
0,24,64,9,2,2,1
0,30,35,5,2,2,0
0,40,22,9,4,1,0
0,48,25,10,3,1,0
0,40,26,9,2,1,0
0,45,21,10,9,1,0
0,40,19,9,7,1,0
0,31,25,14,6,1,0
0,40,60,9,1,1,0
0,40,26,10,9,1,0
0,40,25,9,3,1,0
0,40,24,9,9,1,0
0,48,32,11,4,1,0
0,40,53,9,4,1,0
0,48,26,10,4,1,0
0,50,25,13,3,6,0
0,40,32,10,5,1,1
0,40,23,9,2,1,0
0,55,60,9,4,2,0
0,40,49,11,9,1,0
0,50,23,10,7,1,0
0,50,25,6,11,1,0
0,40,40,10,8,1,0
0,60,37,4,10,1,0
0,40,28,9,8,1,0
0,40,22,4,2,3,0
0,20,63,9,3,1,0
0,40,24,4,4,1,0
0,40,30,5,2,1,0
0,45,27,9,9,1,0
0,40,55,6,3,1,0
0,15,59,3,3,2,1
0,40,40,10,8,1,0
0,50,64,4,9,1,0
0,40,69,9,8,1,0
0,40,23,9,4,1,0
0,50,26,15,6,6,1
0,40,48,9,9,1,0
0,50,34,13,6,1,1
0,40,36,10,9,1,0
0,40,34,9,7,1,0
0,38,31,10,9,1,0
0,40,24,7,10,1,0
0,35,28,12,3,1,0
0,35,26,13,5,1,0
0,40,30,12,9,1,1
0,5,61,9,9,1,0
0,80,67,6,10,2,0
0,40,68,9,10,2,0
0,20,65,9,11,7,0
0,15,59,9,9,1,0
0,12,72,6,3,1,0
0,40,30,13,4,1,0
0,98,50,14,10,2,0
0,40,35,10,2,1,0
0,70,39,7,3,1,1
0,65,31,10,2,1,0
0,50,26,10,5,1,0
0,40,25,9,7,1,0
0,40,28,12,9,1,0
0,40,42,12,9,1,0
0,50,45,8,9,1,0
0,40,42,12,8,1,0
0,99,53,11,5,1,0
0,40,24,10,2,1,0
0,40,32,9,2,1,0
0,40,22,10,2,1,0
0,40,36,13,5,2,0
0,35,55,9,3,1,0
0,50,49,4,11,1,0
0,40,69,9,11,1,0
0,45,25,11,10,1,0
0,99,44,15,6,1,0
0,40,24,11,2,1,0
0,16,42,14,6,1,0
0,40,44,11,5,4,0
0,40,38,12,1,1,0
0,40,28,9,2,1,0
0,40,35,9,2,1,0
0,40,41,9,9,1,0
0,40,26,9,9,1,0
0,40,68,10,9,4,0
0,15,75,9,4,2,0
0,15,69,13,5,1,0
0,40,65,10,9,1,0
0,16,71,13,1,1,0
0,20,70,9,3,2,0
0,60,72,14,6,1,0
0,12,78,9,4,1,0
0,40,65,9,2,1,1
0,20,63,9,2,2,0
0,30,66,11,2,2,1
0,40,65,10,5,2,0
0,10,72,9,5,5,0
0,10,73,4,13,5,0
0,37,60,5,8,1,0
0,50,55,14,4,2,0
0,48,28,9,4,1,0
0,38,31,11,9,1,0
0,50,29,10,2,2,0
0,40,53,12,9,1,0
0,56,58,12,4,3,0
0,50,33,13,6,1,0
0,45,44,10,5,3,0
0,35,55,9,3,1,1
0,80,23,10,3,1,0
0,40,29,13,9,1,1
0,44,39,10,9,5,0
0,50,28,13,6,5,0
0,45,38,13,5,1,0
0,30,24,13,9,1,0
0,4,22,13,5,1,0
0,18,17,7,7,1,0
0,25,20,10,3,1,0
0,25,18,9,7,1,0
0,40,21,9,8,1,0
0,12,20,10,6,1,0
0,20,21,10,9,1,0
0,20,20,10,9,1,0
0,40,28,15,6,2,0
0,45,19,9,11,1,0
0,30,63,7,4,1,0
0,35,33,4,7,1,0
0,40,25,9,8,1,0
0,35,18,10,4,1,0
0,40,48,10,7,1,0
0,40,27,3,12,1,1
0,40,39,9,8,1,0
0,40,20,10,8,1,0
0,40,18,10,4,1,0
0,20,18,10,1,1,0
0,40,21,9,7,1,0
0,40,39,13,9,6,0
0,40,40,13,6,2,0
0,40,25,10,1,1,0
0,45,29,12,1,1,0
0,40,41,9,5,1,0
0,40,23,13,9,1,0
0,55,28,10,5,1,0
0,60,36,10,2,1,0
0,40,39,9,2,1,0
0,40,28,13,6,1,0
0,45,39,10,9,1,0
0,40,26,14,6,5,0
0,40,29,12,9,2,0
0,40,32,11,13,4,0
0,50,36,13,4,2,0
0,40,34,10,11,1,0
0,72,29,15,6,1,0
0,60,40,9,7,1,1
0,40,58,9,9,1,0
0,37,57,13,9,6,0
0,40,24,9,3,1,0
0,40,32,9,3,1,0
0,40,41,9,2,1,1
0,40,27,9,11,1,0
0,40,37,10,5,1,0
0,40,48,9,8,1,0
0,40,57,9,8,1,1
0,45,41,10,4,1,0
0,75,26,10,11,1,0
0,40,63,9,8,1,0
0,50,45,12,5,1,0
0,60,21,12,5,1,0
0,40,31,9,9,1,0
0,36,28,12,1,1,0
0,40,62,9,8,1,0
0,41,41,9,8,1,0
0,40,29,10,9,4,0
0,45,24,13,5,1,0
0,50,29,9,5,1,0
0,40,43,10,9,4,0
0,40,47,9,9,1,1
0,40,25,13,4,1,1
0,45,43,10,3,1,0
0,50,25,10,1,1,0
0,40,27,9,13,6,0
0,40,27,9,13,5,0
0,45,51,6,7,1,0
0,40,31,6,10,1,1
0,40,63,9,9,1,1
0,40,23,9,8,1,0
0,50,24,4,10,1,0
0,40,52,9,8,1,0
0,50,37,11,10,2,0
0,40,33,9,3,5,0
0,5,81,5,12,1,0
0,34,67,2,8,1,1
0,55,66,9,11,1,0
0,24,69,10,9,1,0
0,20,71,14,5,5,0
0,60,46,10,5,3,0
0,30,34,9,2,1,0
0,20,38,9,3,6,0
0,30,19,10,3,1,0
0,40,67,14,9,5,0
0,44,65,8,5,5,0
0,40,69,9,9,1,0
0,12,69,9,9,1,0
0,20,65,10,6,1,1
0,50,65,9,5,1,0
0,10,69,4,10,2,0
0,40,41,9,8,1,1
0,40,33,9,3,6,0
0,50,44,10,11,1,0
0,40,36,9,5,1,0
0,40,29,10,5,1,0
0,30,40,10,5,1,0
0,38,47,9,9,6,0
0,40,69,3,9,1,0
0,40,67,4,2,1,0
0,21,65,3,10,2,0
0,15,78,4,7,1,0
0,20,67,9,10,2,0
0,20,34,12,6,1,0
0,45,45,14,6,5,0
0,50,46,10,6,6,0
0,45,44,10,2,1,0
0,40,39,14,6,1,0
0,50,41,9,2,1,0
0,40,40,11,4,3,0
0,40,37,9,2,1,0
0,40,39,11,5,1,0
0,40,49,9,11,1,0
0,40,40,14,5,6,0
0,36,43,13,6,6,0
0,35,49,13,6,1,0
0,50,42,7,4,1,1
0,40,41,14,6,4,0
0,35,61,9,9,5,0
0,40,34,13,5,4,1
0,38,32,9,1,1,0
0,40,33,8,9,1,0
0,40,48,9,9,4,0
0,40,53,10,9,1,0
0,32,40,11,1,1,0
0,6,72,13,4,1,0
0,35,69,5,3,1,0
0,24,76,9,4,1,0
0,6,69,9,2,5,0
0,50,66,9,10,2,0
0,40,66,9,10,2,0
0,40,80,9,3,2,0
0,75,73,13,6,1,0
0,50,42,9,4,3,0
0,40,35,9,1,1,0
0,40,38,13,4,1,0
0,35,37,13,6,5,0
0,30,30,9,4,1,0
0,40,24,10,13,5,0
0,50,44,11,6,1,0
0,48,34,9,11,1,1
0,60,65,15,6,2,0
0,24,17,5,3,1,0
0,40,26,13,6,5,0
0,20,17,7,9,1,0
0,40,64,9,3,2,0
0,20,17,6,3,1,0
0,40,33,9,3,1,0
0,40,33,13,9,5,0
0,20,18,7,3,1,0
0,40,19,8,6,1,0
0,30,18,9,4,1,0
0,30,21,9,3,1,0
0,32,26,7,3,1,0
0,40,43,10,7,1,0
0,25,18,9,11,1,0
0,32,21,10,6,1,0
0,22,62,5,12,1,0
0,40,19,8,4,1,0
0,20,20,10,4,1,0
0,18,17,7,4,1,1
0,30,22,13,9,1,0
0,20,23,10,9,1,0
0,18,67,9,4,1,0
0,18,69,9,3,1,0
0,20,65,9,13,1,0
0,40,54,9,8,1,0
0,40,33,13,6,1,1
0,50,55,14,6,5,0
0,40,41,9,5,1,0
0,40,25,5,2,1,0
0,40,48,9,9,1,0
0,40,40,10,9,1,0
0,40,43,14,6,5,0
0,60,34,9,10,5,0
0,20,56,9,3,1,0
0,40,18,5,7,1,0
0,10,57,10,5,1,0
0,16,20,10,3,1,0
0,40,21,9,2,1,0
0,30,18,7,7,1,0
0,10,17,7,3,1,0
0,16,43,9,7,1,0
0,20,20,10,6,1,0
0,35,26,12,4,1,0
0,20,43,10,9,5,1
0,10,49,9,9,5,0
0,50,28,16,6,1,1
0,50,38,9,7,1,0
0,20,19,10,9,1,0
0,25,44,12,12,1,0
0,20,18,8,2,1,0
0,4,18,7,3,2,0
0,30,17,6,2,1,0
0,40,19,10,2,1,0
0,20,20,7,3,1,0
0,24,19,10,3,6,0
0,25,22,10,6,5,0
0,14,18,8,4,1,0
0,4,21,10,9,5,0
0,15,24,9,3,1,0
0,40,17,7,2,1,0
0,20,77,9,8,2,0
0,38,38,9,3,6,0
0,20,20,5,9,1,0
0,45,39,10,9,1,0
0,55,33,5,2,1,0
0,40,38,6,11,1,0
0,40,25,9,3,1,0
0,13,50,13,5,2,0
0,40,38,9,7,1,0
0,40,53,7,7,1,0
0,40,28,13,6,1,1
0,40,37,14,5,1,0
0,16,49,5,3,1,1
1,45,52,9,5,2,0
1,80,37,10,5,1,0
1,40,30,13,6,6,1
0,30,23,13,9,1,0
0,50,32,11,4,1,0
0,45,34,4,11,1,1
0,35,25,9,10,2,0
0,40,32,9,8,1,0
0,50,38,7,4,1,0
1,45,43,14,5,2,0
1,60,40,16,6,1,0
0,20,54,9,3,1,0
0,40,35,5,10,4,0
0,40,59,9,1,1,0
1,40,56,13,1,5,0
0,40,19,9,2,1,0
0,80,39,9,5,1,0
0,40,49,9,2,1,0
0,52,23,11,13,5,0
0,44,20,10,4,1,0
0,40,30,10,9,4,0
0,15,22,10,3,6,0
0,40,48,7,8,1,1
0,40,21,10,8,1,0
0,25,19,9,9,1,0
0,40,48,11,6,2,0
0,43,31,5,8,1,0
0,40,53,13,6,2,0
0,50,24,13,1,1,0
0,40,49,9,9,1,0
0,35,25,9,7,1,0
1,40,57,13,6,4,0
0,38,53,9,8,1,0
0,40,44,14,5,1,0
0,40,41,12,2,6,0
0,43,29,12,6,1,0
0,40,25,10,5,1,0
1,55,50,13,5,4,0
0,60,47,9,5,3,0
1,40,43,10,1,1,0
0,40,46,3,8,1,1
0,40,35,12,3,1,1
0,48,41,9,9,1,0
0,40,48,9,11,1,0
1,45,42,16,6,1,0
0,58,29,10,1,1,0
0,40,36,9,2,1,0
0,40,28,10,9,1,0
1,40,53,9,9,1,0
1,50,49,10,5,3,0
0,32,19,10,6,1,0
0,40,31,13,4,1,0
1,70,29,13,4,2,0
0,40,23,10,8,1,0
0,20,79,10,6,1,0
0,40,27,9,3,1,1
0,40,40,11,9,1,0
0,22,18,7,3,1,0
0,40,31,4,10,5,0
0,30,18,9,4,1,0
0,40,52,13,3,1,1
0,40,46,9,3,1,0
0,48,59,9,4,1,0
0,35,53,9,4,1,0
1,40,49,9,13,5,0
0,50,33,14,6,1,0
0,40,30,5,4,1,0
1,50,43,16,6,4,0
0,40,57,12,6,1,0
0,40,37,10,2,1,0
0,25,28,10,8,1,0
1,40,34,13,13,5,0
0,50,29,10,7,5,0
1,48,37,10,4,1,0
0,40,48,11,5,1,1
0,40,32,9,3,4,0
1,40,76,14,5,1,0
0,50,47,14,6,2,0
0,40,20,10,1,1,0
0,40,29,9,2,1,0
0,40,30,7,7,1,0
0,40,31,9,9,5,0
0,40,42,9,7,1,0
0,40,24,13,4,1,0
1,40,38,15,6,1,0
0,40,36,9,8,1,0
0,50,53,5,7,1,0
0,50,56,10,4,3,0
1,40,49,12,2,5,0
0,56,55,10,4,1,0
0,41,22,9,2,1,0
0,40,21,10,3,1,0
0,60,40,13,5,1,0
0,40,30,13,5,1,1
1,50,29,13,6,6,0
0,35,19,10,3,1,0
1,40,47,13,5,1,0
1,40,31,11,9,1,0
0,40,39,10,2,1,0
0,60,28,11,4,1,0
0,50,37,13,4,1,0
0,36,46,11,1,1,0
1,40,38,14,6,4,1
0,60,43,9,2,2,0
0,35,27,12,9,1,0
0,20,20,10,4,1,0
1,40,49,10,2,1,0
0,40,61,9,2,3,0
0,40,27,10,4,1,0
0,30,19,10,3,1,1
0,40,70,10,1,1,0
0,30,31,9,11,1,0
0,24,22,10,3,1,0
0,24,36,9,3,1,0
0,38,47,10,9,5,1
0,40,34,9,9,1,0
0,40,33,13,5,1,1
0,35,21,9,2,1,0
0,46,48,9,2,1,0
0,40,23,13,7,1,0
0,60,29,9,2,1,0
0,50,42,13,3,1,0
0,40,25,9,3,1,0
0,40,44,14,5,3,0
0,40,28,9,5,1,1
1,40,45,14,4,2,0
0,40,36,10,3,1,1
0,42,39,11,5,4,0
0,40,46,14,13,6,0
0,16,18,7,7,1,0
0,20,66,12,6,5,0
0,40,28,9,13,6,0
0,50,27,13,2,1,0
1,40,28,13,6,6,0
0,25,27,9,4,1,0
0,40,21,9,2,1,0
0,40,34,9,7,1,0
0,12,18,9,3,1,0
0,65,33,13,6,1,0
1,38,44,10,5,5,0
0,40,43,10,9,1,0
0,45,30,10,2,1,0
1,40,40,4,8,1,1
1,42,37,10,9,4,0
0,40,34,9,9,1,0
0,40,41,13,5,2,0
0,50,31,14,6,1,0
1,1,58,16,6,6,0
0,28,38,10,8,1,0
0,40,24,10,8,1,0
0,40,41,13,2,5,0
0,45,47,10,1,1,0
0,24,41,13,1,4,0
0,40,23,3,11,1,1
0,40,36,10,2,1,0
0,40,24,9,4,2,0
1,50,51,13,5,1,0
0,35,37,9,9,6,0
0,40,18,7,4,1,0
0,60,35,9,2,1,0
0,12,17,7,4,1,0
0,40,44,9,11,5,0
1,40,37,9,2,1,0
0,40,35,10,4,1,0
0,40,60,9,2,1,0
1,40,54,4,8,3,0
1,60,37,13,5,1,0
0,40,50,11,4,1,0
0,50,38,13,4,1,1
0,55,45,13,6,1,0
0,40,25,6,2,1,0
0,40,31,10,7,1,0
0,20,54,9,9,1,0
0,35,53,1,8,5,0
0,40,18,9,4,1,0
0,20,75,12,9,1,1
0,40,65,9,9,1,0
0,38,41,9,4,1,0
0,42,25,10,9,1,0
0,40,33,10,2,1,0
1,55,28,15,6,1,0
0,40,59,9,3,6,0
0,38,40,10,9,6,0
1,50,41,13,5,1,1
1,70,38,14,5,5,0
0,40,23,9,11,1,0
1,40,40,13,6,1,0
0,20,41,9,3,2,0
0,50,24,11,13,6,0
1,45,58,9,9,1,0
0,34,32,9,3,1,0
1,40,41,15,6,1,0
0,40,42,13,9,1,0
0,30,59,6,3,5,0
0,40,19,10,9,5,0
0,20,58,10,11,1,0
1,40,42,9,10,2,1
0,40,20,9,3,1,0
0,30,32,9,3,1,0
0,45,45,12,5,1,0
0,40,50,4,2,1,0
0,40,36,13,6,1,0
0,60,45,9,4,1,0
0,12,17,7,3,1,0
0,40,26,7,2,1,0
1,75,37,10,5,3,1
1,40,64,9,5,1,0
0,45,33,13,6,1,0
1,40,33,9,2,1,0
1,40,61,9,5,1,0
0,35,27,14,6,5,0
0,40,30,9,6,1,0
0,40,43,9,7,1,0
0,40,35,10,5,1,0
0,40,25,10,1,1,0
0,15,22,13,6,1,1
0,45,34,11,4,1,0
0,42,60,13,6,1,0
0,40,21,9,7,1,0
1,60,41,15,6,1,0
0,45,50,10,3,1,0
0,40,25,13,5,1,0
0,40,50,4,2,1,1
0,45,36,13,6,1,0
0,40,31,9,6,1,0
0,56,29,13,13,5,0
0,45,21,10,4,1,0
0,40,27,13,1,1,0
0,16,65,9,11,1,0
0,60,37,13,4,3,0
0,40,24,9,2,1,0
0,80,38,9,4,1,0
0,25,21,10,3,1,0
1,45,31,9,11,1,0
0,40,24,10,9,1,1
0,40,43,9,9,1,0
0,45,26,11,1,1,0
0,33,46,11,6,1,0
1,40,35,11,9,1,0
1,54,41,10,10,3,0
0,40,26,13,4,1,0
1,40,36,13,6,2,0
0,15,22,10,4,1,0
0,40,24,10,8,1,0
0,40,77,10,4,2,0
0,40,22,3,8,1,1
0,40,29,10,1,1,0
0,24,62,9,3,1,0
0,40,39,9,5,2,0
0,45,35,9,11,1,0
0,40,29,7,5,1,0
0,10,76,14,2,2,0
0,45,63,9,10,2,0
0,40,58,9,7,2,0
0,45,41,10,2,1,0
0,40,26,13,9,1,0
0,40,47,12,3,1,0
0,40,55,6,9,5,0
0,40,53,9,11,1,0
0,48,17,3,3,1,1
0,40,30,9,2,1,0
0,60,49,14,6,1,0
0,30,19,9,4,1,1
0,40,45,9,3,1,0
0,40,26,11,4,1,0
0,20,33,9,10,1,0
0,40,22,10,13,6,0
0,42,43,13,4,2,0
0,25,56,11,3,1,1
0,25,31,13,6,1,0
1,40,33,13,5,1,0
0,40,26,9,3,1,0
1,40,33,13,5,1,0
0,30,46,7,11,5,0
1,40,38,9,9,4,0
0,40,65,7,3,1,0
1,40,40,12,1,1,0
0,35,42,9,9,1,0
0,40,26,5,2,2,1
0,24,36,6,3,1,0
1,40,62,14,6,1,0
0,45,43,13,11,1,0
0,55,22,9,4,1,0
0,40,28,9,2,1,0
0,45,56,10,4,2,0
0,15,22,11,4,1,0
1,45,57,13,5,1,0
0,40,39,9,4,1,0
0,15,26,10,9,4,0
0,10,17,7,3,1,0
1,38,40,12,8,6,0
0,40,45,9,8,1,0
0,40,44,9,2,1,0
0,10,20,10,9,5,0
0,40,33,9,2,1,0
0,40,23,10,4,1,0
0,30,46,14,5,2,0
0,50,38,9,4,1,0
0,40,54,9,11,1,0
0,40,25,10,2,1,0
0,40,46,10,4,1,0
0,40,36,10,11,5,0
0,25,23,9,3,1,0
0,40,29,9,8,1,0
0,16,19,10,9,1,0
0,40,19,9,3,1,0
1,40,35,9,3,1,0
0,50,27,13,2,1,0
0,40,46,11,2,2,0
0,35,34,9,3,1,0
0,40,44,10,1,1,0
0,40,45,10,7,1,0
1,55,25,13,5,1,0
1,50,52,13,5,3,0
0,40,20,10,7,1,0
0,40,28,10,3,1,0
1,40,50,13,13,6,0
0,64,34,12,1,1,0
0,40,28,9,9,1,0
0,25,46,9,2,2,0
0,50,32,10,5,1,0
0,24,41,10,3,5,0
0,40,24,9,7,1,0
0,40,33,10,5,1,0
0,40,31,10,8,6,0
1,50,35,8,2,1,0
0,40,52,2,8,1,1
0,19,30,7,3,1,0
0,40,34,7,8,5,0
0,40,34,9,11,6,0
0,30,20,10,4,1,0
1,40,32,13,5,6,0
0,40,29,9,10,1,0
0,35,33,6,2,1,0
0,60,25,9,11,1,0
0,72,23,9,7,1,1
1,40,63,9,5,3,0
0,40,47,14,6,5,0
1,25,30,11,3,1,0
1,50,33,14,6,1,0
0,40,34,10,13,5,0
0,40,23,10,9,1,0
0,40,42,10,9,5,0
0,40,29,13,6,1,0
0,28,45,9,9,1,0
0,40,24,9,14,4,0
1,40,44,10,6,1,0
0,40,27,5,2,1,1
0,35,20,10,4,1,0
0,40,44,9,5,1,0
0,40,51,9,2,1,0
0,40,20,9,8,1,0
0,40,19,9,8,1,0
1,55,45,10,2,3,0
1,40,60,9,2,1,0
1,40,44,9,4,2,0
1,40,40,12,8,1,0
0,40,30,9,5,1,0
0,50,38,10,11,1,0
0,60,23,9,11,1,0
0,40,44,11,10,1,0
0,40,54,9,11,5,0
0,50,32,13,6,1,0
0,40,50,2,2,1,0
0,20,24,13,1,1,0
0,60,37,9,9,1,0
0,40,52,9,11,1,0
0,40,38,10,11,1,0
1,16,30,13,1,1,0
1,40,60,10,6,1,0
0,40,35,9,2,1,0
0,60,30,9,11,1,0
