income,hours.per.week,age,education,workclass,occupation,native.country
1,65,31,15,2,3,0
0,37,32,9,5,0,0
0,10,21,15,2,7,0
1,40,63,15,2,11,0
1,45,44,15,2,3,0
0,60,42,9,4,11,0
0,45,30,15,2,0,0
0,40,24,11,2,7,1
1,40,42,9,2,12,0
1,40,44,11,4,9,1
0,48,27,9,0,3,0
0,40,27,15,1,3,0
0,45,22,11,2,7,0
0,40,68,11,2,11,0
1,99,55,15,4,4,0
0,40,22,11,4,7,1
0,15,25,15,2,3,0
0,45,68,11,4,4,0
0,16,62,15,2,3,0
0,40,26,11,2,7,0
1,55,34,12,2,9,0
0,40,68,15,2,11,0
1,45,42,9,1,3,0
0,55,45,9,2,11,0
0,40,26,1,2,13,0
0,45,25,11,2,6,0
0,50,23,9,2,9,0
0,50,65,5,6,4,0
0,50,31,11,2,13,0
0,40,26,11,2,0,0
1,50,39,15,2,2,0
1,40,44,11,2,6,0
0,50,26,12,4,9,0
0,35,26,0,2,13,0
0,50,36,6,2,13,0
0,45,38,1,2,2,0
0,48,39,11,2,6,0
0,40,52,14,3,3,0
0,45,39,3,2,2,1
0,40,41,15,4,2,0
0,70,47,9,2,11,0
0,46,28,8,1,10,0
0,35,25,9,1,9,0
0,40,35,9,2,0,0
0,40,32,11,2,0,0
1,40,38,12,2,2,0
1,18,44,15,2,12,0
0,40,27,9,2,11,0
1,55,30,9,2,3,0
0,40,20,11,2,2,0
0,80,57,12,2,9,0
0,48,43,15,2,0,0
0,48,28,5,2,6,1
1,48,25,11,2,12,0
0,40,25,11,2,11,0
0,45,90,9,2,3,0
0,40,38,9,1,9,0
0,40,35,9,2,3,0
1,40,50,9,5,3,1
0,40,26,11,1,0,0
0,45,39,15,2,4,0
0,40,56,0,2,11,0
0,40,24,11,1,10,0
0,25,18,1,1,0,0
0,40,57,12,2,9,0
0,40,43,11,5,0,0
0,25,29,9,5,9,1
1,40,40,12,2,3,0
0,40,44,9,4,3,0
0,6,77,11,1,3,0
0,40,30,9,2,9,0
0,40,21,11,2,6,0
0,40,66,0,2,10,0
0,35,40,1,2,13,0
0,40,68,11,2,11,0
0,38,64,11,2,7,0
0,50,26,9,2,9,0
1,40,32,15,2,3,0
0,38,32,11,2,0,0
1,40,51,12,1,9,0
1,50,49,9,2,11,0
0,20,28,9,2,13,0
0,36,29,11,2,7,0
0,30,21,15,2,11,0
0,40,28,11,2,0,0
0,40,55,0,2,2,0
1,50,45,11,4,11,1
0,40,35,15,2,11,0
0,55,30,11,2,7,1
0,20,33,11,2,11,0
0,40,23,9,2,3,0
0,40,35,15,2,11,0
1,50,48,1,4,4,0
0,40,39,0,1,5,0
0,50,53,14,1,9,0
1,40,49,11,0,0,0
0,40,31,9,2,3,0
0,48,29,11,2,6,0
1,45,54,15,3,11,0
0,50,34,11,2,2,0
0,35,30,15,2,11,0
0,40,26,11,2,5,0
1,70,47,15,2,11,0
0,38,50,11,2,3,0
1,45,30,9,2,3,0
0,50,44,15,2,6,0
1,60,49,11,2,11,0
0,50,75,12,4,9,0
1,55,37,9,2,11,0
0,38,51,11,5,2,0
0,35,35,11,2,2,0
0,40,28,15,2,11,0
1,48,72,6,2,3,0
0,50,39,9,2,11,0
0,30,27,11,2,4,0
0,40,57,15,2,0,1
0,70,28,11,2,2,0
0,50,23,15,2,7,0
0,20,23,15,2,7,0
0,40,31,15,2,7,0
0,40,27,9,1,9,0
1,40,39,12,2,3,1
0,40,23,1,2,2,0
0,40,24,7,1,7,0
0,40,36,10,2,9,1
0,40,32,15,2,7,1
0,40,35,7,2,7,0
0,40,36,9,2,3,0
1,40,47,8,2,6,0
0,40,35,11,2,5,0
0,40,44,15,0,12,0
0,50,32,12,5,9,0
0,40,34,8,2,2,0
0,40,47,11,2,2,0
0,35,27,1,2,11,0
0,42,23,11,2,3,0
0,38,50,0,2,2,0
0,40,49,15,5,9,0
1,40,36,15,2,3,0
0,40,23,9,2,3,0
0,38,61,5,2,7,0
0,16,41,15,2,4,0
1,60,27,9,4,3,0
0,70,53,9,2,3,0
0,10,17,0,4,0,0
0,40,53,15,2,2,0
0,40,24,9,2,9,0
0,20,22,15,2,0,0
1,50,53,9,2,11,0
0,20,18,1,2,7,0
0,50,24,15,2,11,1
0,40,20,11,2,11,0
0,40,30,5,1,13,0
0,40,34,11,2,13,0
0,30,19,11,2,5,0
0,40,20,2,2,0,1
0,40,47,11,2,7,0
0,40,22,9,2,9,0
0,40,60,15,2,0,0
0,40,32,11,2,8,1
1,40,46,11,2,3,0
0,40,66,11,2,0,0
1,30,37,9,2,7,0
0,44,34,15,2,3,0
0,46,45,9,2,9,0
0,40,35,1,2,4,0
1,40,51,15,1,3,0
1,40,36,15,1,10,0
0,40,25,11,0,0,0
0,38,51,11,2,7,0
0,40,25,15,4,6,0
0,45,19,11,2,4,0
0,45,47,15,2,3,0
0,40,59,11,1,10,0
1,40,34,9,2,3,0
0,60,40,15,2,3,0
0,45,42,11,2,6,0
1,60,37,12,2,3,0
1,38,51,7,3,11,0
0,36,25,11,2,0,0
1,40,31,11,0,0,0
1,44,37,11,2,7,0
1,45,42,7,2,11,0
0,50,35,15,2,11,0
1,47,51,9,2,11,0
0,16,26,9,2,9,1
0,46,56,11,1,0,0
1,45,52,15,2,9,0
1,40,47,9,5,3,0
0,40,52,8,2,2,0
0,40,30,11,2,2,0
0,35,26,15,2,2,1
0,40,58,11,1,4,0
1,60,30,11,2,10,0
0,40,46,15,2,0,0
0,40,57,11,2,11,0
0,40,25,9,2,3,0
0,10,21,15,5,12,0
0,30,45,12,1,9,0
0,40,39,11,2,2,0
0,53,42,11,2,0,0
0,40,20,11,2,6,0
0,16,23,11,2,10,0
0,40,25,9,2,12,0
0,40,47,4,2,8,1
0,45,24,11,2,11,0
0,70,35,11,2,2,0
1,38,44,11,1,7,1
0,50,47,15,5,9,0
0,40,28,1,5,0,1
0,60,41,12,1,9,0
0,40,31,11,2,0,0
0,25,27,12,2,3,0
0,40,44,11,2,11,0
0,40,61,15,2,8,0
0,40,42,15,0,0,1
0,28,46,11,2,7,0
1,50,46,9,2,3,0
0,38,54,12,1,9,0
0,40,49,11,2,12,0
0,40,56,15,1,0,0
0,40,52,12,2,9,0
0,40,34,11,2,13,1
0,40,25,11,4,2,0
0,40,18,1,2,9,0
0,40,58,11,2,6,0
0,40,31,9,5,9,0
0,55,29,15,2,2,0
0,40,28,1,2,6,0
0,48,30,15,2,0,0
0,70,75,0,2,8,0
0,40,26,15,2,2,0
1,50,33,9,3,11,0
1,55,47,4,4,11,1
0,37,21,15,2,7,0
0,17,17,1,2,2,0
0,15,22,15,2,7,0
0,40,47,11,2,11,0
1,40,45,9,2,3,0
0,50,32,8,4,11,0
0,30,59,0,2,8,0
0,50,38,11,2,2,0
0,40,33,11,2,10,0
0,40,41,11,2,6,0
0,40,51,6,2,13,0
0,48,42,11,2,11,0
1,40,27,9,2,9,0
0,45,60,15,2,2,0
0,35,64,11,1,0,0
1,40,37,7,2,6,0
1,45,54,9,4,3,0
1,50,36,7,2,3,0
1,5,41,12,4,11,0
0,75,35,5,4,4,0
1,68,63,12,3,11,0
0,40,46,11,2,2,0
0,40,47,12,4,9,0
0,65,24,9,2,6,0
0,30,29,15,2,11,0
0,18,74,15,0,13,0
1,70,50,1,2,13,0
0,40,22,15,2,0,0
0,40,48,2,2,0,0
0,40,30,6,2,5,1
0,40,32,9,2,11,0
0,40,39,11,2,6,0
1,40,49,15,2,2,0
0,40,25,9,2,0,0
1,40,50,9,2,0,0
0,40,44,11,2,13,0
0,60,28,7,0,0,0
0,40,55,9,2,0,0
0,50,49,9,1,9,0
0,12,31,11,2,3,0
1,40,47,11,2,6,0
1,40,45,11,2,13,0
0,40,35,11,2,7,0
0,60,34,9,4,11,1
0,40,49,11,1,10,0
0,42,27,11,2,7,0
0,40,42,11,2,5,0
1,48,33,15,2,11,0
0,40,23,15,2,0,0
1,50,45,12,2,3,0
0,40,34,11,2,6,0
0,37,53,11,2,11,1
0,30,22,0,2,2,0
0,35,57,11,5,7,0
0,40,23,5,2,2,0
0,40,31,1,2,13,0
0,22,23,9,5,12,0
0,40,30,11,2,0,0
1,50,32,9,1,9,0
1,40,42,7,2,0,0
0,40,51,5,2,13,1
0,40,36,9,2,3,0
0,40,45,11,2,11,0
1,50,35,8,2,11,1
0,40,33,5,2,6,0
0,40,43,8,2,9,0
1,40,60,11,2,12,0
1,55,37,9,5,9,0
0,40,35,15,2,12,0
0,52,36,15,2,0,0
0,40,54,5,2,2,0
1,40,51,8,2,5,0
1,45,45,7,2,2,0
0,40,63,15,0,3,0
1,40,51,15,2,2,0
0,18,58,12,4,11,0
0,40,64,11,1,0,0
0,40,20,15,2,5,0
1,40,44,9,0,0,1
0,48,39,9,2,3,0
0,40,45,15,5,0,0
1,55,44,10,2,0,0
0,40,22,15,0,3,0
1,40,63,11,3,3,0
0,40,26,8,2,7,0
0,45,42,9,4,4,0
0,25,20,11,2,7,0
0,40,25,11,2,13,0
0,50,27,9,2,2,0
0,40,46,8,2,0,0
0,60,31,15,2,2,0
0,35,24,8,2,3,0
1,50,43,15,2,11,0
0,21,23,2,2,6,1
0,37,32,11,1,13,0
0,40,44,11,2,2,1
0,40,40,9,4,11,0
0,40,38,11,2,2,0
0,40,23,8,2,6,0
0,40,41,15,2,11,0
0,40,48,11,2,2,0
0,35,47,7,2,7,0
0,40,42,11,2,2,0
0,10,17,0,2,11,0
0,70,29,14,1,9,0
0,20,21,15,5,9,0
1,40,31,11,2,7,1
0,40,27,9,1,9,0
0,40,29,10,2,9,1
0,45,23,9,2,11,0
1,55,41,12,2,9,1
1,35,46,9,1,9,0
0,25,34,15,2,10,1
0,24,42,11,4,2,0
0,37,46,11,2,2,0
1,40,52,15,2,2,0
0,40,56,11,2,2,0
0,40,21,8,2,6,0
0,20,22,11,4,2,0
0,45,31,9,2,0,0
0,60,41,11,4,7,0
0,40,25,15,2,0,0
0,60,43,9,4,3,0
0,40,45,11,2,11,0
0,60,26,15,2,12,0
0,35,90,15,2,7,0
1,40,30,9,2,7,0
0,40,42,15,2,2,0
0,35,20,15,2,5,0
0,38,64,11,5,0,0
0,20,56,5,2,13,0
1,40,42,15,2,9,0
1,40,26,9,2,11,0
0,40,31,7,1,0,0
0,40,40,9,2,0,0
0,40,58,15,2,2,0
0,40,41,9,2,3,0
0,47,58,11,3,11,0
1,60,62,12,5,9,0
0,40,40,15,2,2,0
1,40,45,15,1,10,0
0,55,22,11,2,2,0
1,50,63,12,0,3,0
0,40,37,15,2,2,0
0,50,56,1,2,4,0
0,50,32,15,2,11,0
0,40,32,8,2,9,0
0,90,35,1,2,13,0
0,20,19,15,2,0,0
0,40,41,1,2,6,1
0,25,22,0,2,13,0
0,40,23,11,2,12,0
1,40,36,12,2,3,1
0,40,45,8,2,2,1
0,25,23,11,4,4,1
0,40,21,1,2,7,0
1,40,29,9,2,11,0
0,60,36,8,4,12,0
1,40,62,2,4,2,0
0,40,25,15,0,3,0
0,45,34,7,2,3,0
0,40,33,9,2,4,1
0,30,28,7,2,11,0
1,40,47,11,2,7,0
0,70,34,9,2,3,0
0,40,28,11,2,5,0
0,40,22,11,2,13,0
0,35,47,15,2,7,0
0,45,33,8,2,0,0
0,40,25,11,2,2,0
0,40,36,11,5,10,0
0,40,57,15,2,2,1
0,40,55,10,2,9,1
0,40,20,11,2,11,0
0,44,43,11,2,11,0
1,40,54,11,2,6,1
0,40,25,15,2,0,0
0,10,17,1,2,2,0
0,40,63,5,2,7,0
0,30,19,15,2,3,0
1,45,33,9,4,11,0
0,50,37,9,2,4,0
0,45,27,5,2,13,0
0,40,36,9,1,0,0
1,65,30,11,3,3,1
0,55,22,9,2,9,0
0,45,20,11,2,5,0
0,40,18,15,2,11,0
0,35,19,11,2,11,0
0,30,34,11,2,6,0
0,40,32,15,5,0,0
0,40,20,15,2,6,0
0,25,70,5,2,7,0
1,40,57,9,2,3,0
0,40,34,8,2,6,0
1,40,48,15,2,3,0
0,40,42,1,2,7,0
0,40,27,15,2,7,0
0,40,51,0,2,7,1
0,65,36,15,1,0,0
0,40,33,15,2,3,1
0,40,50,15,2,4,0
1,40,39,12,1,9,0
0,25,55,6,4,4,0
0,40,24,15,2,0,0
0,40,35,11,2,11,0
0,40,32,2,4,2,0
0,60,29,1,2,13,0
0,40,24,9,4,11,0
0,40,61,6,2,6,0
1,44,34,11,2,6,0
0,40,41,11,2,11,0
0,84,36,11,4,4,0
1,52,61,11,4,2,0
0,35,35,14,2,11,1
1,50,42,9,5,3,0
0,40,26,9,2,12,0
0,40,44,15,1,7,0
0,25,31,12,5,0,0
0,40,39,11,5,7,0
0,24,20,15,2,12,0
0,40,32,15,3,2,0
0,40,32,11,4,11,0
0,20,61,6,2,6,1
0,40,54,15,1,0,0
0,40,23,7,2,2,0
0,3,19,11,2,11,0
0,40,31,15,2,9,0
0,40,35,4,2,5,1
0,25,29,11,2,7,0
0,40,29,11,1,10,0
0,25,25,0,2,7,0
0,40,46,9,2,11,0
0,30,35,8,2,7,0
0,40,20,0,2,11,0
0,40,24,11,4,0,0
0,37,48,11,2,0,0
0,40,37,11,2,6,0
0,40,60,11,4,11,0
0,40,39,11,2,2,0
0,38,29,15,1,0,0
0,20,31,8,4,2,0
0,40,26,7,4,2,0
0,40,46,8,2,10,0
0,55,48,11,2,6,0
0,40,46,11,2,11,0
1,54,39,11,4,11,1
1,40,50,12,0,12,0
0,40,24,9,2,9,0
1,40,30,8,2,12,1
0,40,29,11,4,2,0
0,38,23,1,2,13,0
0,40,32,0,2,2,0
0,40,55,11,2,5,0
0,50,41,15,2,11,0
0,40,18,1,2,0,0
0,10,74,9,4,3,0
1,40,40,10,2,9,0
0,40,27,11,2,2,0
0,40,55,11,2,0,0
0,40,52,5,4,2,0
0,48,54,15,2,11,0
0,48,36,11,2,2,0
0,40,26,11,2,5,0
0,20,18,1,2,2,0
0,50,38,11,2,3,0
1,60,32,15,2,3,0
1,40,57,9,2,11,0
0,40,20,11,2,10,0
0,40,27,15,2,0,0
0,40,60,4,2,6,1
0,50,52,11,2,2,0
0,40,61,5,2,13,0
1,55,57,11,4,2,0
0,25,59,14,4,11,0
1,45,34,11,4,2,0
1,50,31,7,2,2,0
0,35,42,11,2,10,0
0,6,70,15,2,0,0
1,45,29,15,2,13,0
0,40,27,1,2,5,0
0,40,25,2,2,7,0
0,40,35,9,2,2,0
1,60,36,15,4,2,0
0,40,46,8,2,2,0
0,35,52,8,2,7,0
0,40,65,5,2,6,0
0,40,43,8,2,6,0
0,40,41,11,1,9,0
0,30,47,9,4,3,0
1,56,49,12,0,3,0
0,25,21,15,2,7,0
0,25,20,15,2,7,0
0,40,18,2,1,10,0
0,40,27,15,2,11,0
0,50,34,11,4,2,0
0,40,38,15,2,0,0
0,40,24,11,2,0,0
0,65,34,15,2,11,0
1,50,47,11,2,6,0
0,40,27,11,0,3,0
0,8,63,8,2,0,0
1,40,34,15,2,0,0
0,50,25,15,2,11,0
0,50,35,11,2,11,0
1,70,24,15,2,13,0
0,35,26,15,2,0,0
0,40,59,8,1,0,0
0,40,20,15,2,7,0
0,40,41,11,2,4,0
0,40,51,15,2,11,0
0,40,27,11,2,0,0
0,40,36,11,2,3,0
0,60,25,15,2,4,0
1,50,55,9,2,11,0
0,21,22,15,1,9,0
1,20,39,8,2,0,0
0,40,40,6,2,6,1
0,45,46,11,2,3,0
0,20,54,11,0,0,0
0,30,19,15,2,11,0
0,40,24,11,2,0,0
0,13,24,12,5,9,0
0,65,29,11,4,4,0
0,40,56,1,2,6,0
0,40,19,0,2,11,0
1,65,32,11,3,11,0
0,52,48,11,2,0,0
0,25,47,11,2,13,0
1,60,52,11,2,13,0
0,40,40,3,2,6,1
0,50,28,0,2,2,0
0,40,57,3,2,2,1
0,40,51,11,2,0,0
1,50,33,15,2,3,0
1,45,46,9,2,2,0
0,40,50,11,2,0,1
0,24,35,7,2,5,0
0,40,23,0,2,2,0
1,50,41,11,2,13,0
1,35,60,7,2,0,0
0,55,32,9,2,0,0
0,40,56,11,0,13,0
0,40,45,8,5,12,0
1,45,24,11,2,3,0
0,27,18,0,2,5,0
0,40,31,11,2,7,0
0,40,23,15,2,7,0
0,40,45,15,5,3,0
0,25,18,1,2,11,0
0,30,25,11,2,13,0
0,40,31,11,5,11,0
0,45,19,11,2,6,0
1,40,41,9,2,3,0
0,20,74,14,2,0,0
0,40,27,4,2,13,1
0,40,23,11,2,0,0
1,40,31,8,2,11,0
0,40,40,11,3,5,0
1,40,41,11,0,13,0
0,20,25,12,2,11,0
0,60,42,11,2,2,0
0,40,24,9,2,2,0
1,50,42,7,2,2,0
0,70,45,0,4,2,0
0,40,34,8,2,2,0
0,60,32,11,2,5,0
0,45,54,11,2,2,0
1,60,55,9,3,11,0
0,40,52,12,5,9,0
0,15,21,15,5,0,0
1,40,33,9,2,3,0
0,40,27,1,4,2,0
0,50,42,9,1,9,0
0,45,27,15,3,0,0
0,40,19,11,2,7,0
0,40,46,15,2,2,0
0,25,55,11,4,7,1
0,49,50,5,2,11,1
0,40,28,11,2,0,0
0,40,23,11,2,0,0
0,50,43,12,2,3,0
1,40,34,9,2,9,1
0,40,19,15,2,0,1
0,55,37,15,2,3,0
0,40,27,9,2,0,1
0,24,18,11,2,11,0
0,40,31,15,2,0,0
0,50,49,11,2,13,0
0,60,26,14,0,9,1
1,45,48,11,2,2,0
0,40,39,11,2,2,0
0,40,41,11,2,6,0
1,56,48,8,5,9,0
1,70,70,9,2,11,0
0,43,20,11,2,5,0
0,75,38,4,2,7,1
0,40,37,15,4,7,1
1,40,49,15,2,3,0
0,40,43,3,2,11,0
0,50,38,14,2,9,0
0,25,23,5,2,7,1
0,40,34,11,2,2,0
0,40,33,15,2,0,0
0,45,31,15,2,4,0
0,40,64,15,2,12,0
0,28,26,9,1,9,1
0,40,55,15,2,9,0
0,40,61,9,1,9,0
1,40,37,11,2,12,0
0,15,78,9,1,3,0
0,40,27,15,0,0,0
0,42,49,11,2,9,0
0,58,42,9,2,13,0
0,40,61,6,2,2,0
0,5,64,9,4,0,0
0,40,46,11,1,7,0
0,40,24,9,2,3,0
0,15,18,15,2,7,0
0,50,48,11,2,11,0
0,40,50,11,4,4,0
0,45,40,12,5,9,0
0,40,56,0,4,11,0
0,40,56,9,0,11,0
0,20,18,1,2,7,0
0,25,21,15,2,7,0
0,40,40,11,2,12,0
0,50,27,11,1,5,0
0,30,46,11,2,11,0
0,40,23,11,2,0,0
1,45,50,15,2,12,0
0,50,19,15,2,6,0
0,40,20,11,2,7,0
0,35,24,1,2,2,0
0,40,72,8,2,0,0
1,20,42,12,5,9,0
0,50,51,9,2,3,0
1,50,39,11,2,11,0
1,55,34,15,2,11,0
0,40,19,1,2,5,1
0,40,26,11,2,3,0
1,40,28,12,2,9,0
1,40,30,9,0,9,0
0,40,32,11,2,0,0
0,25,19,15,2,7,0
0,35,21,11,2,7,0
0,20,54,11,2,8,0
1,30,62,14,2,9,0
0,32,49,15,3,3,0
1,40,32,11,2,2,0
1,40,37,11,1,10,0
0,40,58,11,2,11,0
0,40,41,11,2,3,0
0,40,47,11,5,7,0
0,35,42,11,2,7,0
0,40,34,11,2,6,0
0,40,46,1,2,6,0
0,55,32,15,2,13,0
0,11,20,6,2,6,1
0,50,47,8,2,11,0
1,65,43,9,2,11,0
0,30,80,5,4,4,0
0,40,24,15,2,7,1
0,40,22,11,2,5,0
0,40,40,15,2,3,0
1,50,48,11,2,3,0
1,45,51,11,2,2,0
0,40,24,11,0,0,0
0,40,19,11,2,7,0
0,30,34,15,2,0,0
0,40,24,11,2,2,0
1,48,41,9,2,13,1
0,38,24,11,2,11,0
0,40,22,15,1,10,0
0,40,32,15,0,0,0
0,55,41,9,2,3,0
0,35,20,15,2,7,0
0,40,31,11,2,7,0
1,18,55,9,2,12,0
0,40,26,9,2,11,0
0,70,27,11,4,13,0
0,40,35,11,2,0,0
0,60,40,11,2,7,1
0,34,59,15,2,9,0
1,45,61,15,2,11,0
0,40,31,11,2,11,0
1,60,43,12,0,10,0
0,30,54,7,2,0,0
0,50,30,15,2,11,0
0,50,20,15,2,11,0
0,50,27,12,5,9,1
0,60,44,15,3,6,0
0,40,64,15,2,0,1
0,40,55,11,2,0,0
0,35,61,11,2,11,0
0,40,34,11,2,6,0
0,45,26,9,2,0,0
0,40,35,1,2,7,0
0,38,36,9,2,9,0
1,40,47,9,2,9,0
0,25,17,1,2,7,0
0,60,35,15,2,9,0
0,20,33,12,2,9,0
0,40,25,7,2,0,0
0,10,18,0,2,11,0
0,38,47,12,5,9,0
0,30,44,11,2,7,0
0,30,41,11,2,7,0
0,40,30,9,2,0,0
0,50,53,15,4,4,0
0,20,53,11,2,7,0
0,40,27,9,2,11,0
0,37,50,4,2,13,1
0,50,36,1,2,2,0
1,40,41,3,2,6,1
0,40,41,12,2,9,0
0,40,31,11,2,7,0
0,40,32,9,0,3,0
0,48,22,15,2,6,0
0,40,22,0,2,2,0
0,30,18,2,1,9,0
0,30,39,9,2,9,0
0,55,38,11,2,3,0
0,40,35,11,5,2,0
0,40,23,15,2,6,0
1,40,54,9,4,3,0
1,60,36,12,2,9,0
0,55,63,11,1,3,0
0,48,39,15,2,3,0
1,60,57,15,4,11,0
0,40,29,9,2,0,1
0,20,17,1,2,11,0
0,40,40,11,2,2,0
0,15,69,15,4,7,0
0,40,28,0,2,11,0
0,40,38,6,2,2,0
0,40,33,9,5,0,0
1,45,50,15,2,11,0
0,50,48,9,2,9,0
1,60,36,15,2,3,0
0,37,21,15,2,7,0
0,40,37,7,2,4,0
0,20,20,15,5,9,0
0,30,54,11,4,11,0
0,40,28,11,2,11,0
0,40,27,15,2,9,0
0,40,33,8,2,7,0
1,40,47,12,2,11,0
0,40,44,3,2,6,1
0,43,25,2,2,5,0
0,55,35,9,2,9,0
0,25,29,15,2,11,0
0,40,30,11,2,6,0
0,40,30,15,2,5,0
0,40,56,5,4,7,0
0,30,25,9,4,9,0
0,40,28,11,2,5,0
0,40,43,6,4,2,0
1,60,47,11,1,10,0
0,40,46,9,4,2,0
0,35,41,12,5,9,0
0,40,29,11,2,10,0
0,40,25,4,2,2,1
0,45,56,1,2,2,0
0,40,31,5,2,5,0
0,40,22,1,2,7,0
0,40,31,11,2,5,0
0,40,28,15,2,0,0
0,40,53,9,2,3,0
1,50,45,12,2,3,0
0,10,71,13,2,2,0
0,40,19,11,0,11,0
0,40,34,9,1,9,0
0,45,36,11,2,0,0
0,40,40,11,2,7,0
0,40,90,15,2,0,1
0,16,56,14,2,3,0
0,40,21,11,2,9,0
1,45,48,9,2,3,0
0,27,45,15,2,0,0
1,40,46,11,2,6,0
0,35,64,0,2,7,0
0,40,29,12,1,9,1
0,30,22,11,2,12,1
1,48,47,11,2,13,1
0,40,43,11,2,5,0
0,40,42,15,2,11,0
0,40,53,1,2,7,0
0,8,17,2,2,7,0
0,30,28,11,2,5,0
0,40,24,15,2,11,0
0,45,40,11,2,0,0
0,40,30,12,1,0,0
0,40,24,1,2,6,0
0,40,26,12,2,11,0
0,38,38,15,2,11,0
1,40,30,11,2,12,0
0,50,33,9,2,3,0
1,60,40,11,2,11,0
0,98,63,11,4,4,0
0,36,23,5,2,2,0
0,40,56,11,2,2,0
0,60,42,8,4,3,0
0,40,40,11,2,2,1
0,35,52,11,2,6,0
0,40,28,9,2,0,0
0,70,35,0,2,13,0
0,35,43,11,4,2,0
1,50,29,14,4,9,1
0,25,23,9,2,6,0
0,40,34,15,2,7,0
0,40,19,11,2,7,0
0,40,47,1,2,6,0
0,40,37,15,4,4,0
0,35,25,11,2,11,0
1,35,75,15,2,3,0
0,40,24,11,2,2,0
0,20,28,9,5,12,0
0,16,17,1,1,7,0
0,40,31,11,2,2,0
0,35,31,13,2,7,1
1,55,45,9,2,9,0
0,42,31,11,2,2,0
1,42,27,9,2,9,0
0,30,34,9,2,10,0
0,40,26,11,2,6,0
0,40,53,15,2,9,0
1,35,60,9,2,3,0
0,50,49,12,1,9,0
0,40,40,15,2,3,0
0,80,48,0,3,4,0
0,50,23,9,2,9,0
1,40,42,8,2,9,0
0,85,37,11,4,4,0
0,45,27,11,2,2,0
1,44,38,15,2,3,0
0,35,27,11,2,2,1
0,40,75,11,2,0,0
1,52,49,9,3,11,0
0,20,27,15,2,11,0
0,50,36,9,4,4,1
0,35,35,11,2,5,0
1,40,36,11,2,11,0
0,40,53,1,2,2,0
0,40,27,15,2,0,0
1,44,61,15,2,11,0
0,56,29,11,2,6,0
0,35,40,15,5,0,0
1,40,37,12,2,3,0
0,30,22,6,2,5,0
0,40,43,15,3,3,0
0,30,55,11,4,4,0
0,40,28,15,2,0,0
0,30,23,9,2,7,0
1,40,64,1,1,2,0
0,40,46,15,2,5,0
0,40,29,15,2,2,0
0,48,44,12,2,3,1
0,25,20,15,2,9,0
0,40,62,15,4,11,0
0,35,49,8,2,3,1
0,40,29,0,2,4,0
0,60,35,9,4,11,1
0,30,39,1,1,13,0
0,45,39,9,2,3,0
0,32,37,11,2,6,0
0,40,31,5,2,6,0
0,60,55,5,2,2,0
0,40,38,15,2,7,0
0,25,33,15,2,11,0
0,40,25,7,2,0,0
0,52,37,8,2,12,0
0,35,49,15,2,12,0
0,40,26,11,2,2,0
0,43,35,11,2,2,0
0,60,44,11,3,11,0
1,45,37,12,2,3,0
1,45,42,9,2,9,0
1,40,28,11,2,5,0
0,40,40,9,5,0,0
1,40,55,9,0,9,0
0,65,21,11,2,4,0
0,40,49,15,2,3,0
1,40,51,10,5,9,0
1,40,51,9,2,2,0
0,40,45,11,4,2,1
0,45,28,11,2,6,0
0,40,22,15,2,7,0
0,40,28,12,5,3,0
0,40,60,11,2,6,0
1,75,47,15,2,2,0
0,60,30,11,2,0,0
1,60,61,12,2,11,0
0,6,71,9,1,9,0
0,40,42,11,2,0,0
0,55,44,2,1,2,0
1,60,46,15,4,11,0
1,52,50,14,1,3,0
0,9,27,9,5,9,0
0,40,21,15,2,0,1
0,35,25,11,2,5,0
0,30,54,15,2,0,0
0,40,31,9,2,11,0
0,30,53,15,4,4,0
0,44,48,9,2,11,0
1,56,30,15,2,13,0
0,60,35,11,2,5,0
0,50,42,11,4,3,0
0,40,34,11,4,6,0
1,40,59,11,2,11,0
0,20,69,0,1,3,0
0,40,29,15,2,0,0
0,40,40,11,2,13,0
0,15,21,15,2,7,0
0,40,40,7,2,9,0
0,40,43,15,2,2,0
0,40,36,11,2,5,0
1,40,41,11,2,9,1
0,30,20,15,2,13,0
0,40,41,9,1,0,0
0,50,34,15,2,3,0
0,40,48,1,2,7,0
0,40,27,11,2,3,0
0,40,27,11,2,2,0
0,40,20,15,2,11,0
0,15,18,15,2,11,0
0,40,32,9,2,11,0
1,60,38,12,2,3,0
0,40,23,15,5,7,0
1,45,28,9,2,3,0
1,38,40,14,5,9,0
0,40,35,11,2,6,0
0,40,74,15,3,3,0
0,40,28,11,2,2,0
0,30,23,15,2,5,0
0,56,44,11,2,6,0
0,25,46,11,1,0,0
0,40,40,15,2,0,0
1,40,48,9,3,3,0
0,70,46,9,1,9,0
1,40,48,9,3,3,0
0,40,24,9,1,9,0
0,40,45,15,5,9,0
0,35,18,2,2,11,0
0,40,39,11,2,6,0
0,40,22,15,2,6,0
0,20,20,15,2,7,0
0,40,28,15,2,11,0
0,20,18,15,2,11,0
0,40,24,9,0,9,0
1,56,45,10,2,9,0
0,40,24,11,2,0,0
0,30,20,15,2,7,0
0,60,52,9,3,11,0
0,36,19,4,2,4,1
0,40,54,15,2,0,0
0,40,21,15,2,2,0
1,40,26,11,2,0,0
0,40,42,8,2,0,0
0,40,19,15,2,0,0
0,40,44,11,5,0,0
0,55,25,9,2,3,0
0,40,26,15,2,6,0
1,40,64,7,0,9,0
